,price,occupancy_area,room_layout,address,management_expenses,reserve_fund_for_repairs,building_structure,total_number_of_houses,parking,bike_parking,pet,land_rights,management,rank,floor_number,building_age,route,station,walk_distance,running_cost,parking_cost
2363,34990000,62.09,２ＬＤＫ,文京区,15000,11200,ＲＣ,8,,,,所有権,,4,3,48,東京メトロ丸ノ内線, 茗荷谷駅,11,26200,
2364,34990000,41.79,１ＬＤＫ,文京区,7138,10608,ＳＲＣ,113,有,有,,所有権,全部委託・常駐管理,10,7,49,東京メトロ丸ノ内線, 本郷三丁目駅,4,17746,45000
2365,34990000,41.79,１ＬＤＫ,文京区,7138,10608,ＳＲＣ,113,,,,所有権,全部委託・常駐管理,10,7,49,東京メトロ丸ノ内線, 本郷三丁目駅,4,17746,
2366,34990000,41.79,１ＬＤＫ,文京区,7138,10608,ＳＲＣ,113,有,有,,所有権,全部委託・常駐管理,10,7,49,東京メトロ丸ノ内線, 本郷三丁目駅,4,17746,30000
2367,34990000,54.21,２ＬＤＫ,港区,18430,4545,ＳＲＣ,22,,,,旧法賃借権,全部委託・巡回管理,10,7,44,都営三田線, 三田駅,7,22975,
2368,34990000,54.21,２ＬＤＫ,港区,18430,4545,ＳＲＣ,22,無,,,旧法賃借権,全部委託・巡回管理,10,7,44,都営浅草線, 三田駅,7,22975,
2369,34990000,39.96,１ＬＤＫ,目黒区,6200,14000,鉄骨造,88,無,無,,所有権,全部委託・日勤管理,8,3,50,東急田園都市線, 池尻大橋駅,4,20200,
2370,34990000,39.96,１ＬＤＫ,目黒区,6200,14000,鉄骨造,88,,,,所有権,全部委託・日勤管理,8,3,50,東急田園都市線, 池尻大橋駅,4,20200,
2371,35000000,49.43,２ＬＤＫ,足立区,8700,2500,ＲＣ,39,有,有,,所有権,全部委託・巡回管理,11,4,3,東武伊勢崎線, 梅島駅,11,11200,15000
2372,35800000,76.02,３ＬＤＫ,板橋区,20980,21290,ＲＣ,74,有,,,所有権,全部委託・日勤管理,8,6,16,都営三田線, 西高島平駅,9,42270,
2373,35800000,76.02,３ＬＤＫ,板橋区,20980,21290,ＲＣ,74,無,,,所有権,全部委託・日勤管理,8,6,16,都営三田線, 西高島平駅,9,42270,
2374,35800000,76.02,３ＬＤＫ,板橋区,20980,21290,ＲＣ,74,有,,,所有権,全部委託・日勤管理,8,6,16,都営三田線, 西高島平駅,9,42270,
2375,35800000,76.02,３ＬＤＫ,板橋区,20980,21290,ＲＣ,74,有,空無,,所有権,全部委託・日勤管理,8,6,16,都営三田線, 西高島平駅,9,42270,
2376,35800000,72.67,３ＬＤＫ,江戸川区,16710,8241,ＲＣ,23,有,有,小型犬可 											猫可,所有権,全部委託・日勤管理,7,4,12,京成本線, 江戸川駅,1,24951,16000
2377,35800000,72.67,３ＬＤＫ,江戸川区,16710,8241,ＲＣ,23,,,相談,所有権,全部委託・日勤管理,7,4,12,京成本線, 江戸川駅,1,24951,
2378,35800000,78.51,４ＬＤＫ,江戸川区,18840,14130,ＳＲＣ,26,空無,,,所有権,,8,2,35,東京メトロ東西線, 西葛西駅,13,32970,
2379,35800000,71.62,３ＬＤＫ,江戸川区,13610,11560,ＲＣ,49,空無,,細則あり,所有権,全部委託・日勤管理,8,2,7,都営新宿線, 瑞江駅,14,25170,
2380,35800000,72.61,３ＬＤＫ,江戸川区,14520,18010,ＲＣ,26,空無,無,,所有権,全部委託・日勤管理,7,2,34,東京メトロ東西線, 葛西駅,10,32530,
2381,35800000,84.4,４ＬＤＫ,江戸川区,22220,25570,ＲＣ,18,,,,所有権,全部委託・巡回管理,5,2,33,ＪＲ総武線, 平井駅,7,47790,
2382,35800000,73.99,３ＬＤＫ,江戸川区,17050,18140,ＲＣ,50,空無,空無,,所有権,全部委託・日勤管理,7,2,32,ＪＲ総武線, 新小岩駅,15,35190,
2383,35800000,70.2,３ＬＤＫ,江戸川区,17100,12400,ＳＲＣ,28,空無,無,,所有権,全部委託・日勤管理,9,4,28,ＪＲ総武線, 新小岩駅,60,29500,
2384,35800000,66.29,３ＬＤＫ,江戸川区,11930,11730,ＲＣ,12,空無,,相談,所有権,,4,3,26,ＪＲ総武線, 新小岩駅,12,23660,
2385,35800000,76.56,３ＬＤＫ,江戸川区,21510,18830,ＲＣ,54,有,,相談,所有権,全部委託・日勤管理,10,6,16,ＪＲ京葉線, 葛西臨海公園駅,21,40340,
2386,35800000,50.38,２ＬＤＫ,大田区,17000,21960,ＲＣ,19,空無,,,所有権,全部委託・巡回管理,5,3,26,東急池上線, 池上駅,6,38960,
2387,35800000,39.21,１ＬＤＫ,大田区,13080,9470,ＲＣ,80,,,,所有権,全部委託・巡回管理,15,14,8,ＪＲ京浜東北線, 蒲田駅,7,22550,
2388,35800000,54.07,３ＤＫ,大田区,10660,8920,ＲＣ,37,空無,,,所有権,全部委託・巡回管理,6,6,25,京急空港線, 糀谷駅,6,19580,
2389,35800000,53.95,２ＬＤＫ,大田区,11980,12410,ＲＣ,35,無,,,所有権,,4,1,34,京急本線, 雑色駅,4,24390,
2390,35800000,65.87,３ＬＤＫ,葛飾区,10410,5760,ＲＣ,49,有,,,所有権,全部委託・日勤管理,13,9,4,京成本線, 青砥駅,16,16170,15000
2391,35800000,84.64,４ＬＤＫ,葛飾区,21080,16930,ＲＣ,49,有,空無,相談,所有権,全部委託・巡回管理,5,2,24,京成本線, 京成高砂駅,9,38010,10000
2392,35800000,55.68,２ＤＫ,北区,14900,15110,ＳＲＣ,30,,,相談,所有権,,12,8,25,都営三田線, 西巣鴨駅,6,30010,
2393,35800000,42.75,１ＬＤＫ,北区,11300,3390,ＲＣ,41,空無,,小型犬可 											猫可,所有権,全部委託・巡回管理,14,1,4,東京メトロ南北線, 王子駅,5,14690,
2394,35800000,40.49,１ＬＤＫ,北区,13110,5510,ＲＣ,70,,,相談,所有権,,15,8,14,ＪＲ京浜東北線, 東十条駅,2,18620,
2395,35800000,63.0,３ＬＤＫ,江東区,10200,10120,ＳＲＣ,116,,,,所有権,,11,2,42,都営新宿線, 住吉駅,9,20320,
2396,35800000,63.0,３ＬＤＫ,江東区,10200,10120,ＲＣ,116,空無,有,相談,所有権,全部委託・日勤管理,11,2,42,東京メトロ半蔵門線, 住吉駅,9,20320,
2397,35800000,63.0,３ＬＤＫ,江東区,10200,10120,ＳＲＣ,49,空無,有,相談,所有権,全部委託・日勤管理,11,2,42,都営新宿線, 住吉駅,9,20320,
2398,35800000,63.0,３ＬＤＫ,江東区,10200,10120,ＳＲＣ,116,有,有,相談,所有権,全部委託・日勤管理,11,2,42,東京メトロ半蔵門線, 住吉駅,9,20320,16000
2399,35800000,63.0,３ＬＤＫ,江東区,10200,10120,ＳＲＣ,116,有,,,所有権,全部委託・日勤管理,11,2,42,都営新宿線, 住吉駅,9,20320,16000
2400,35800000,63.0,３ＬＤＫ,江東区,10200,10120,SRC・RC,117,有,有,規約に準ず,所有権,全部委託・日勤管理,11,2,42,東京メトロ半蔵門線, 住吉駅,9,20320,16000
2401,35800000,65.87,２ＳＬＤＫ,町田市,12400,14500,ＲＣ,28,有,有,相談,所有権,全部委託・日勤管理,6,3,20,東急田園都市線, 南町田グランベリーパーク駅,5,26900,10000
2402,35800000,31.39,ワンルーム,港区,12600,7500,ＲＣ,36,無,,,所有権,全部委託・日勤管理,10,9,11,ＪＲ山手線, 田町駅,9,20100,
2403,35800000,38.02,ワンルーム,港区,7600,7600,ＳＲＣ,174,,有,,旧法賃借権,全部委託・日勤管理,14,2,20,東京メトロ南北線, 白金台駅,1,15200,
2404,35800000,30.35,１ＤＫ,港区,7890,6980,ＳＲＣ,49,有,有,,所有権,全部委託・巡回管理,11,8,23,都営浅草線, 高輪台駅,7,14870,40000
2405,35800000,26.31,１Ｋ,港区,7800,4400,ＲＣ,29,無,,,所有権,,11,6,8,都営大江戸線, 赤羽橋駅,3,12200,
2406,35800000,36.69,１ＬＤＫ,目黒区,12000,13440,ＲＣ,37,空無,,,所有権,,6,3,44,ＪＲ山手線, 目黒駅,3,25440,
2407,35800000,35.1,２Ｋ,目黒区,10820,6460,ＳＲＣ,36,,,相談,所有権,,10,3,24,ＪＲ山手線, 目黒駅,11,17280,
2408,35800000,51.22,２ＬＤＫ,目黒区,7430,18150,ＲＣ,63,有,,,所有権,全部委託・日勤管理,6,2,49,東急東横線, 都立大学駅,8,25580,10000
2409,35880000,53.22,３ＬＤＫ,大田区,16470,11200,ＲＣ,25,無,,,所有権,,5,3,38,東急多摩川線, 沼部駅,4,27670,
2410,35900000,61.55,３ＬＤＫ,足立区,17170,11450,ＲＣ,45,有,,,所有権,全部委託・日勤管理,8,6,13,東京メトロ千代田線, 六町駅,11,28620,
2411,35900000,61.55,３ＬＤＫ,足立区,17170,11450,ＲＣ,45,空無,空無,小型犬可 											猫可,所有権,全部委託・日勤管理,8,6,13,東京メトロ千代田線, 六町駅,11,28620,
2412,35900000,64.55,３ＬＤＫ,足立区,17170,11450,ＲＣ,49,,,,,,7,6,13,東京メトロ千代田線, 六町駅,11,28620,
2413,35900000,61.55,３ＬＤＫ,足立区,17170,11450,ＲＣ,45,,,相談,所有権,全部委託・日勤管理,8,6,13,東京メトロ千代田線, 六町駅,11,28620,
2414,35900000,61.55,３ＬＤＫ,足立区,17170,11450,ＲＣ,45,,,相談,所有権,全部委託・日勤管理,8,6,13,東京メトロ千代田線, 六町駅,11,28620,
2415,35900000,60.06,３ＬＤＫ,足立区,16400,6150,ＳＲＣ,38,,,,所有権,全部委託・日勤管理,12,12,33,東京メトロ千代田線, 北千住駅,11,22550,
2416,35900000,60.06,３ＬＤＫ,足立区,16400,6150,ＳＲＣ,38,空無,,,所有権,全部委託・日勤管理,12,12,33,ＪＲ常磐線, 北千住駅,11,22550,
2417,35900000,50.53,３ＬＤＫ,足立区,16400,6150,ＳＲＣ,38,空無,有,,所有権,全部委託・日勤管理,12,12,33,東京メトロ日比谷線, 北千住駅,11,22550,
2418,35900000,60.06,３ＬＤＫ,足立区,16400,6150,ＳＲＣ,38,空無,空無,不可,所有権,全部委託・日勤管理,12,12,33,ＪＲ常磐線, 北千住駅,11,22550,
2419,35900000,60.06,３ＬＤＫ,足立区,16400,6150,ＳＲＣ,38,空無,有,,所有権,全部委託・日勤管理,12,12,33,東京メトロ日比谷線, 北千住駅,11,22550,
2420,35900000,60.06,３ＬＤＫ,足立区,16400,6150,ＲＣ,38,空無,,,所有権,全部委託・日勤管理,12,12,33,ＪＲ千代田・常磐緩行線, 北千住駅,11,22550,
2421,35900000,60.06,３ＬＤＫ,足立区,16400,6150,ＲＣ,38,空無,,,所有権,全部委託・日勤管理,12,12,33,ＪＲ千代田・常磐緩行線, 北千住駅,11,22550,
2422,35900000,60.06,３ＬＤＫ,足立区,16400,6150,ＳＲＣ,38,,,,所有権,全部委託・日勤管理,12,12,33,東京メトロ日比谷線, 北千住駅,11,22550,
2423,35900000,60.06,３ＬＤＫ,足立区,16400,6150,ＳＲＣ,38,,,,所有権,全部委託・日勤管理,12,12,33,ＪＲ常磐線, 北千住駅,11,22550,
2424,35900000,60.06,３ＬＤＫ,足立区,16400,6150,ＳＲＣ,38,,,,所有権,全部委託・日勤管理,12,12,33,ＪＲ常磐線, 北千住駅,11,22550,
2425,35900000,60.06,３ＬＤＫ,足立区,16400,6150,ＲＣ,38,,有,,所有権,全部委託・日勤管理,12,12,33,東京メトロ千代田線, 北千住駅,11,22550,
2426,35900000,60.06,３ＬＤＫ,足立区,16400,6150,ＳＲＣ,38,空無,,,所有権,全部委託・日勤管理,12,12,33,ＪＲ常磐線, 北千住駅,11,22550,
2427,35900000,60.06,３ＬＤＫ,足立区,16400,6150,ＳＲＣ,38,空無,空無,,所有権,全部委託・日勤管理,12,12,33,ＪＲ常磐線, 北千住駅,11,22550,
2428,35900000,60.06,３ＬＤＫ,足立区,16400,6150,ＳＲＣ,38,空無,,,所有権,全部委託・日勤管理,12,12,33,ＪＲ千代田・常磐緩行線, 北千住駅,11,22550,
2429,35900000,60.06,３ＬＤＫ,足立区,16400,6150,ＳＲＣ,49,有,有,,所有権,全部委託・日勤管理,12,12,33,東武伊勢崎線, 北千住駅,11,22550,10000
2430,35990000,50.16,３ＤＫ,国立市,15150,7520,ＲＣ,28,空無,,,所有権,全部委託・日勤管理,5,2,36,ＪＲ中央線, 国立駅,3,22670,
2431,35990000,50.16,３ＤＫ,国立市,15150,7520,ＲＣ,28,有,,,所有権,全部委託・日勤管理,5,2,36,ＪＲ中央線, 国立駅,3,22670,20000
2432,35990000,50.16,３ＤＫ,国立市,15150,7520,ＲＣ,28,空無,,,所有権,全部委託・日勤管理,5,2,36,ＪＲ中央線, 国立駅,3,22670,
2433,35990000,50.16,３ＤＫ,国立市,15150,7520,ＲＣ,28,,,,所有権,全部委託・日勤管理,5,2,36,ＪＲ中央線, 国立駅,3,22670,
2434,35990000,50.16,３ＬＤＫ,国立市,15150,7520,ＲＣ,28,有,,,所有権,全部委託・日勤管理,5,2,36,ＪＲ中央線, 国立駅,3,22670,20000
2435,35990000,50.16,３ＬＤＫ,国立市,15150,7520,ＲＣ,28,空無,,,所有権,全部委託・日勤管理,5,2,36,ＪＲ中央線, 国立駅,3,22670,
2436,35990000,50.16,３ＬＤＫ,国立市,15150,7520,ＲＣ,1,有,,,所有権,全部委託・日勤管理,5,2,37,ＪＲ中央線, 国立駅,3,22670,20000
2437,35990000,50.16,３ＤＫ,国立市,15150,7520,ＲＣ,28,,,,所有権,全部委託・日勤管理,5,2,36,ＪＲ中央線, 国立駅,3,22670,
2438,35990000,50.16,３ＬＤＫ,国立市,15150,7520,ＲＣ,28,有,,,所有権,全部委託・日勤管理,5,2,36,ＪＲ中央線, 国立駅,3,22670,20000
2439,35990000,50.16,３ＬＤＫ,国立市,15150,7520,ＲＣ,28,空無,,,所有権,全部委託・日勤管理,5,2,36,ＪＲ中央線, 国立駅,4,22670,
2440,35990000,50.16,３ＤＫ,国立市,15150,7520,ＲＣ,28,有,,,所有権,全部委託・日勤管理,5,2,36,ＪＲ中央線, 国立駅,4,22670,20000
2441,35990000,50.71,２ＬＤＫ,江東区,12827,10818,ＳＲＣ,50,,,,所有権,全部委託・日勤管理,11,6,38,東京メトロ東西線, 門前仲町駅,8,23645,
2442,35990000,50.54,２ＬＤＫ,江東区,12827,10818,ＳＲＣ,50,空無,,,所有権,全部委託・日勤管理,11,6,39,東京メトロ東西線, 門前仲町駅,8,23645,
2443,35990000,50.54,２ＬＤＫ,江東区,12827,10818,ＲＣ,50,空無,,,所有権,全部委託・日勤管理,11,6,38,東京メトロ東西線, 門前仲町駅,8,23645,
2444,35990000,61.79,３ＬＤＫ,江東区,14605,11120,ＲＣ,30,,,,所有権,全部委託・巡回管理,5,3,34,都営新宿線, 大島駅,8,25725,
2445,35990000,61.79,３ＬＤＫ,江東区,14605,11120,ＲＣ,30,,,,所有権,全部委託・巡回管理,5,3,34,都営新宿線, 大島駅,8,25725,
2446,35990000,61.79,３ＬＤＫ,江東区,14605,11120,ＲＣ,29,無,,,所有権,全部委託・巡回管理,5,3,34,都営新宿線, 大島駅,8,25725,
2447,35990000,61.79,３ＬＤＫ,江東区,14605,11120,ＲＣ,30,,有,,所有権,全部委託・巡回管理,5,3,34,都営新宿線, 大島駅,8,25725,
2448,35990000,58.96,３ＬＤＫ,江東区,15065,12300,ＲＣ,29,空無,,,所有権,全部委託・日勤管理,5,3,34,都営新宿線, 大島駅,9,27365,
2449,35990000,59.22,３ＬＤＫ,江東区,7800,7200,ＳＲＣ,390,有,有,,所有権,全部委託・日勤管理,14,13,47,東京メトロ東西線, 東陽町駅,5,15000,19500
2450,35990000,59.22,３ＬＤＫ,江東区,7800,7200,ＳＲＣ,390,有,,,所有権,一部委託・日勤管理,14,13,47,東京メトロ東西線, 東陽町駅,6,15000,19500
2451,35990000,59.22,３ＬＤＫ,江東区,7800,7200,ＳＲＣ,390,有,,,所有権,一部委託・日勤管理,14,13,47,東京メトロ東西線, 東陽町駅,6,15000,19500
2452,35990000,59.22,３ＬＤＫ,江東区,7800,7200,ＳＲＣ,392,有,,,所有権,一部委託・日勤管理,14,13,47,東京メトロ東西線, 東陽町駅,6,15000,19500
2453,35990000,59.22,３ＬＤＫ,江東区,7800,7200,ＳＲＣ,390,有,有,,所有権,一部委託・日勤管理,14,13,47,東京メトロ東西線, 東陽町駅,6,15000,19500
2454,35990000,59.22,３ＬＤＫ,江東区,7800,7200,ＳＲＣ,390,有,,,所有権,一部委託・日勤管理,14,13,47,東京メトロ東西線, 東陽町駅,6,15000,22000
2455,35990000,59.22,３ＬＤＫ,江東区,7800,7200,ＳＲＣ,390,,,,所有権,一部委託・日勤管理,14,13,47,東京メトロ東西線, 東陽町駅,6,15000,
2456,35990000,59.22,３ＬＤＫ,江東区,7800,7200,ＳＲＣ,390,有,,,所有権,一部委託・日勤管理,14,13,47,東京メトロ東西線, 東陽町駅,6,15000,22000
2457,35990000,59.22,３ＬＤＫ,江東区,7800,7200,ＳＲＣ,390,有,,,所有権,一部委託・日勤管理,14,13,47,東京メトロ東西線, 東陽町駅,6,15000,22000
2458,35990000,59.22,３ＬＤＫ,江東区,7800,7200,ＳＲＣ,390,有,,,所有権,一部委託・日勤管理,14,13,47,東京メトロ東西線, 東陽町駅,6,15000,19500
2459,35990000,59.22,３ＬＤＫ,江東区,7800,7200,ＳＲＣ,49,有,,,所有権,一部委託・日勤管理,14,13,47,東京メトロ東西線, 東陽町駅,6,15000,22000
2460,36200000,40.09,１ＬＤＫ,港区,15817,6231,ＳＲＣ,88,空無,,,旧法賃借権,全部委託・日勤管理,10,4,54,都営大江戸線, 六本木駅,2,22048,
2461,36300000,54.5,１ＳＬＤＫ,武蔵野市,11800,7850,ＳＲＣ,60,無,,,所有権,全部委託・日勤管理,9,7,41,ＪＲ中央線, 武蔵境駅,4,19650,
2462,36300000,54.5,１ＳＬＤＫ,武蔵野市,11800,7850,ＳＲＣ,54,,,,所有権,全部委託・日勤管理,9,7,41,ＪＲ中央線, 武蔵境駅,4,19650,
2463,36300000,25.35,１Ｋ,目黒区,5650,2280,ＲＣ,37,空無,,,所有権,全部委託・巡回管理,5,2,6,京王井の頭線, 駒場東大前駅,4,7930,
2464,36400000,31.43,ワンルーム,渋谷区,12500,7500,ＳＲＣ,28,無,無,,所有権,全部委託・巡回管理,11,11,39,東急東横線, 渋谷駅,4,20000,
2465,36400000,42.22,１ＤＫ,台東区,10400,5750,ＳＲＣ,52,,,,所有権,全部委託・巡回管理,11,7,23,ＪＲ総武線, 浅草橋駅,6,16150,
2466,36400000,30.48,１Ｋ,中央区,7000,3050,ＳＲＣ,208,有,,相談,所有権,全部委託・日勤管理,13,5,19,東京メトロ日比谷線, 八丁堀駅,1,10050,25000
2467,36450000,55.31,２ＬＤＫ,墨田区,10600,8300,ＲＣ,47,,,,所有権,,9,8,24,東武伊勢崎線, 鐘ヶ淵駅,2,18900,
2468,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＳＲＣ,291,無,,,所有権,全部委託・日勤管理,11,8,41,東京メトロ有楽町線, 辰巳駅,9,21830,
2469,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＲＣ,291,有,有,,所有権,全部委託・日勤管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,25000
2470,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＳＲＣ,291,空無,有,,所有権,全部委託・日勤管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,
2471,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＲＣ,291,,,,所有権,全部委託・日勤管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,
2472,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＳＲＣ,291,,有,,所有権,全部委託・常駐管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,
2473,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＳＲＣ,291,空無,有,,所有権,全部委託・日勤管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,
2474,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＳＲＣ,291,有,有,,所有権,全部委託・日勤管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,25000
2475,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＳＲＣ,291,有,有,,所有権,全部委託・日勤管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,25000
2476,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＳＲＣ,291,空無,有,,所有権,全部委託・巡回管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,
2477,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＳＲＣ,291,有,有,,所有権,全部委託・日勤管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,25000
2478,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＳＲＣ,291,有,有,,所有権,全部委託・日勤管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,25000
2479,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＳＲＣ,291,有,有,,所有権,全部委託・日勤管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,25000
2480,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＳＲＣ,291,空無,有,,所有権,全部委託・日勤管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,
2481,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＳＲＣ,291,空無,有,,所有権,全部委託・巡回管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,
2482,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＳＲＣ,291,有,有,,所有権,全部委託・日勤管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,25000
2483,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＳＲＣ,291,空無,,,所有権,全部委託・日勤管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,
2484,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＲＣ,291,空無,有,,所有権,全部委託・日勤管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,
2485,36480000,71.48,２ＬＤＫ,江東区,6100,15730,ＳＲＣ,291,有,有,,所有権,全部委託・日勤管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,25000
2486,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＲＣ,291,有,,,所有権,,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,
2487,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＲＣ,291,,,,所有権,全部委託・日勤管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,
2488,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＲＣ,291,,,,所有権,全部委託・日勤管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,
2489,36480000,71.48,３ＬＤＫ,江東区,6100,15730,ＳＲＣ,291,空無,有,,所有権,全部委託・日勤管理,11,8,41,東京メトロ有楽町線, 辰巳駅,10,21830,
2490,36800000,35.76,２ＤＫ,品川区,11400,9000,ＲＣ,24,,,小型犬可 											猫可 											犬及び猫は１匹まで,所有権,全部委託・巡回管理,7,1,23,東急目黒線, 武蔵小山駅,8,20400,
2491,36800000,43.3,２ＬＤＫ,品川区,12110,16730,ＳＲＣ,37,無,,相談,所有権,全部委託・日勤管理,8,8,47,東急目黒線, 不動前駅,2,28840,
2492,36800000,65.2,２ＬＤＫ,品川区,22350,11430,ＳＲＣ,49,,,,所有権,全部委託・巡回管理,10,2,33,京急本線, 大森海岸駅,5,33780,
2493,36800000,65.2,２ＬＤＫ,品川区,22350,11430,ＳＲＣ,82,無,,,所有権,全部委託・日勤管理,10,2,33,ＪＲ京浜東北線, 大森駅,7,33780,
2494,36800000,65.2,２ＬＤＫ,品川区,22350,11430,ＳＲＣ,49,無,無,,所有権,全部委託・日勤管理,10,2,33,ＪＲ京浜東北線, 大森駅,7,33780,
2495,36800000,35.12,１ＬＤＫ,品川区,6500,6100,ＲＣ,37,,無,相談,普通賃借権,全部委託・巡回管理,11,2,4,ＪＲ京浜東北線, 大井町駅,10,12600,
2496,36800000,79.19,３ＬＤＫ,品川区,8200,6500,ＲＣ,511,有,有,相談,所有権,全部委託・日勤管理,4,2,36,京急本線, 大井競馬場前駅,7,14700,10000
2497,36800000,44.28,１ＬＤＫ,渋谷区,9120,12000,ＲＣ,66,空無,,,旧法地上権,全部委託・日勤管理,9,5,36,京王線, 笹塚駅,7,21120,
2498,36800000,44.28,１ＬＤＫ,渋谷区,9120,12000,ＲＣ,66,,,,旧法地上権,全部委託・日勤管理,9,5,36,京王線, 笹塚駅,7,21120,
2499,36800000,44.28,１ＬＤＫ,渋谷区,9120,12000,ＲＣ,66,有,有,,普通地上権,全部委託・日勤管理,9,5,36,京王線, 笹塚駅,7,21120,25000
2500,36800000,44.28,１ＬＤＫ,渋谷区,9120,12000,ＲＣ,66,空無,,,旧法地上権,全部委託・日勤管理,9,5,36,京王線, 笹塚駅,7,21120,
2501,36800000,44.28,１ＬＤＫ,渋谷区,9120,3510,ＲＣ,66,有,,,旧法地上権,,9,5,36,京王線, 笹塚駅,8,12630,
2502,36800000,55.71,２ＬＤＫ,渋谷区,7717,10000,ＲＣ,7,有,,相談,旧法賃借権,,4,4,39,ＪＲ山手線, 恵比寿駅,7,17717,3000
2503,36800000,28.2,ワンルーム,渋谷区,13800,9310,ＳＲＣ,33,無,無,,所有権,全部委託・巡回管理,12,9,20,東京メトロ日比谷線, 広尾駅,6,23110,
2504,36800000,43.29,２ＤＫ,渋谷区,10730,8230,ＳＲＣ,63,無,,,所有権,全部委託・日勤管理,5,4,44,小田急小田原線, 代々木八幡駅,7,18960,
2505,36800000,31.26,１ＤＫ,新宿区,11690,1410,ＳＲＣ,59,,,相談,所有権,全部委託・巡回管理,12,2,18,都営大江戸線, 東新宿駅,4,13100,
2506,36800000,27.83,１Ｋ,新宿区,8500,2780,ＲＣ,117,,,,所有権,全部委託・巡回管理,4,2,4,ＪＲ山手線, 高田馬場駅,6,11280,
2507,36800000,30.6,１Ｋ,新宿区,9900,2970,ＲＣ,38,,,相談,所有権,,4,2,2,西武新宿線, 中井駅,5,12870,
2508,36900000,67.55,３ＬＤＫ,世田谷区,13000,17900,ＲＣ,56,有,,相談,所有権,,7,4,48,東急田園都市線, 用賀駅,3,30900,22500
2509,36900000,67.55,３ＬＤＫ,世田谷区,13000,17900,ＲＣ,49,,,相談,所有権,,7,4,48,東急田園都市線, 用賀駅,3,30900,
2510,36900000,67.55,３ＬＤＫ,世田谷区,13000,17900,ＲＣ,56,空無,空無,相談,所有権,,7,4,48,東急田園都市線, 用賀駅,3,30900,
2511,36900000,40.0,１ＤＫ,台東区,10800,2320,ＲＣ,39,空無,,,所有権,,11,8,6,東京メトロ日比谷線, 三ノ輪駅,6,13120,
2512,36900000,21.02,１Ｋ,中央区,7900,6100,ＳＲＣ,45,,,,所有権,,13,11,16,東京メトロ有楽町線, 銀座一丁目駅,4,14000,
2513,36900000,24.16,１Ｋ,中央区,5300,3180,ＲＣ,231,空無,,,所有権,全部委託・日勤管理,14,13,13,東京メトロ銀座線, 銀座駅,8,8480,
2514,36900000,30.11,１Ｋ,中央区,11600,6740,ＳＲＣ,181,無,無,相談,所有権,全部委託・日勤管理,17,8,15,東京メトロ半蔵門線, 水天宮前駅,1,18340,
2515,36900000,58.2,２ＬＤＫ,中央区,15910,23913,ＳＲＣ,27,,,相談,旧法地上権,全部委託・日勤管理,11,7,40,都営新宿線, 馬喰横山駅,1,39823,
2516,36900000,44.77,１ＬＤＫ,中央区,12840,21870,ＲＣ,27,,,,所有権,全部委託・日勤管理,9,5,42,東京メトロ日比谷線, 八丁堀駅,4,34710,
